airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
0B2,1730,30,TURF-F,0,0,1,19
0B7,2575,30,ASPH-E,0,0,4,22
0C1,2375,35,ASPH-TRTD-P,1,0,2,20
0C2,2640,100,TURF-G,0,0,9,27
0C5,3800,100,TURF-G,1,0,18,36
0C7,3980,200,TURF-G,1,0,18,36
0C8,2831,180,TURF-G,1,0,18,36
0CA0,86,86,CONC,1,0,H1,
0CA1,2482,30,asphalt,0,1,8,26
0CA2,45,45,CONC,1,0,H1,
0CA3,2100,20,ASPH,0,0,10,28
0CA4,3600,50,TREATED,0,0,6,24
0CA5,1400,30,ASPH,0,0,11,29
0CA6,2400,40,ASPH,0,0,4,22
0CA7,85,85,CONC,0,0,H1,
0CA8,2250,50,DIRT,0,0,12,30
0CA9,3300,60,ASPH,0,0,16,34
0CD0,50,50,CONC,1,0,H1,
0CD1,45,45,MATS,1,0,H1,
0CD2,2500,50,TURF-P,0,0,8,26
0CD2,5000,100,TURF-F,0,0,17,35
0CD4,25,25,MATS,1,0,H1,
0CD5,4500,70,GRVL,0,0,4,22
0CD6,40,40,CONC,1,0,H1,
0CD7,956,300,TURF-G,0,0,6,24
0CD8,50,50,CONC-G,1,0,H1,
0CD9,50,50,CONC,0,0,H1,
0CL0,3720,75,DIRT,0,0,17,35
0CL1,3360,100,DIRT,0,0,7,25
0CL1,2040,100,DIRT,0,0,16,34
0CL2,113,55,CONC,0,0,H1,
0CL3,1800,50,DIRT,0,0,5,23
0CL3,2400,50,DIRT,0,0,9,27
0CL4,50,50,CONC,0,0,H1,
0CL5,58,58,CONC,0,0,H1,
0CL6,1900,70,DIRT,0,0,9,27
0CL7,65,65,CONC,0,0,H1,
0CL8,3500,80,TURF,0,0,6,24
0CL8,80,80,SAND,0,0,H1,
0CL9,20,20,CONC,0,0,H1,
0CO0,100,100,TURF,0,0,H1,
0CO1,2500,60,TURF,0,0,N,S
0CO2,4000,40,ASPH,1,0,11,29
0CO3,4200,30,DIRT,0,0,18,36
0CO4,120,108,CONC,0,0,H1,
0CO6,4500,150,TURF,0,0,2,20
0CO6,4000,150,TURF,0,0,10,28
0CO7,152,64,ASPH,0,0,H1,
0CO8,2000,30,DIRT,0,0,17,35
0CO9,2600,50,GRVL-DIRT,0,0,E,W
0CT0,36,36,CONC,0,0,H1,
0CT1,50,50,ASPH,0,0,H1,
0CT2,40,40,ASPH,0,0,H1,
0CT3,60,60,CONC,0,0,H1,
0CT5,50,50,CONC,0,0,H1,
0CT6,65,65,ASPH,0,0,H1,
0CT7,66,48,CONC,0,0,H1,
0CT8,60,60,ASPH,0,0,H1,
0CT9,60,75,CONC,0,0,H1,
0D7,1955,110,TURF-G,0,0,9,27
0.00E+00,3270,80,TURF-F,0,0,9,27
0.00E+00,3000,100,WATER,0,0,11W,29W
0FA0,200,150,TURF,0,0,H1,
0FA1,1800,75,TURF,0,0,9,27
0FA2,50,50,CONC,1,0,H2,
0FD0,4000,75,TURF,0,0,9,27
0FD1,50,40,ASPH,0,0,H1,
0FD2,48,48,CONC,0,0,H1,
0FD3,2100,50,TURF,0,0,8,26
0FD3,4000,40,TURF,0,0,13,31
0FD5,2100,100,TURF,0,0,9,27
0FD6,3000,100,WATER,0,0,02W,20W
0FD9,1975,60,TURF,0,0,4,22
0FL0,2300,100,TURF,0,0,14,32
0FL1,2575,50,TURF,0,0,9,27
0FL2,2000,100,WATER,0,0,5,23
0FL3,60,60,CONC,1,0,H1,
0FL4,100,100,CONC,0,0,H1,
0FL5,2000,100,WATER,0,0,ALL,WAY
0FL6,500,60,TURF,0,0,18,36
0FL7,35,35,CONC,0,0,H1,
0FL8,2000,100,WATER,0,0,9,27
0FL9,3400,116,TURF,0,0,9,27
0FL9,2750,100,TURF,0,0,17,35
0G0,2830,50,ASPH-F,1,0,10,28
0G5,3000,2000,WATER,0,0,3,21
0G5,15000,1500,WATER,0,0,9,27
0GA0,2150,50,TURF,0,0,1,19
0GA1,2000,75,TURF,0,0,13,31
0GA2,2600,60,TURF,1,0,8,26
0GA3,2000,100,TURF,0,0,18,36
0GA5,100,100,TURF,0,0,H1,
0GA6,2100,150,TURF,0,0,15,33
0GA8,3000,100,TURF,0,0,3,21
0GA9,4400,100,TURF,0,0,7,25
0GE0,2000,30,TURF,0,0,2,20
0GE1,3000,40,GRVL-TRTD-P,0,0,4,22
0GE3,2000,50,TURF,0,0,6,24
0GE4,1045,80,TURF,0,0,9,27
0GE4,1000,80,TURF,0,0,18,36
0GE5,2500,200,TURF,0,0,N,S
0GE7,3000,90,TURF,0,0,1,19
0GE9,2000,100,TURF,0,0,3,21
0H7,2680,115,TURF-G,0,0,10,28
0I2,2941,40,ASPH-G,1,0,9,27
0IA0,65,65,CONC,0,0,H1,
0IA1,42,42,CONC-G,0,0,H1,
0IA2,60,50,CONC,0,0,H1,
0IA4,3000,100,TURF,1,0,9,27
0IA5,2000,60,TURF,0,0,17,35
0IA6,2600,80,TURF,0,0,18,36
0IA7,145,145,CONC,0,0,H1,
0IA7,45,40,CONC,0,0,H2,
0IA8,1280,70,TURF,0,0,18,36
0IA9,50,50,TURF,0,0,H1,
0ID0,3000,80,TURF,0,0,7,25
0ID1,1900,75,TURF-G,0,0,10,28
0ID2,6507,75,ASPH,0,0,11,29
0ID3,2640,50,DIRT,0,0,7,25
0ID4,3150,80,TURF,0,0,4,22
0ID5,1460,40,TURF-DIRT-F,0,0,5,23
0ID6,40,40,CONC,1,0,H1,
0ID7,2600,50,DIRT,0,0,2,20
0ID8,800,50,TURF,0,0,9,27
0ID9,2308,60,Turf/Dirt,0,0,6,24
0II0,1500,50,TURF,0,0,E,W
0II1,1300,60,TURF,0,0,9,27
0II2,1300,75,TURF,0,0,9,27
0II3,2400,50,TURF,0,0,9,27
0II6,3000,100,TURF,0,0,6,24
0II7,2500,100,TURF,0,0,N,S
0II8,1400,100,TURF-G,0,0,1,19
0II9,1600,75,TURF,0,0,18,36
0IL0,30,30,CONC-G,0,0,H1,
0IL1,90,90,CONC,0,0,H1,
0IL2,1600,100,TURF-G,0,0,18,36
0IL3,1800,200,TURF,0,0,18,36
0IL4,40,40,CONC-G,0,0,H1,
0IL6,40,40,CONC,1,0,H1,
0IL6,40,40,CONC,1,0,H2,
0IL8,1600,100,TURF,0,0,N,S
0IL9,2800,100,TURF,0,0,E,W
0IN1,2000,75,TURF,0,0,15,33
0IN2,1300,60,TURF,0,0,9,27
0IN2,2900,60,TURF,1,0,18,36
0IN3,2200,50,TURF,0,0,E,W
0IN4,2440,30,ASPH,0,0,NW,SE
0IN5,1200,150,TURF,0,0,9,27
0IN7,50,50,ASPH,0,0,H1,
0IN8,50,50,TURF,0,0,H1,
0IN9,2400,100,TURF,0,0,E,W
0IS0,40,40,ASPH,0,0,H1,
0IS2,60,60,CONC,1,0,H1,
0IS3,2500,60,TURF-GRVL,0,0,18,36
0IS4,2415,60,TURF,0,0,18,36
0IS6,100,100,CONC,0,0,H1,
0IS9,500,500,TURF,0,0,H1,
0J0,2915,80,ASPH-G,1,0,17,35
0J8,3200,170,TURF-F,1,0,18,36
0K6,1575,150,TURF-G,0,0,17,35
0KS0,2600,100,TURF,0,0,17,35
0KS2,2400,150,Turf,0,0,17,35
0KS4,2000,65,TURF,0,0,18,36
0KS6,2295,100,TURF,0,0,E,W
0KS7,2000,75,TURF,0,0,18,36
0KS8,1700,60,TURF,0,0,17,35
0KS9,3000,150,TURF,0,0,5,23
0KY0,2300,70,TURF,0,0,13,31
0KY1,3200,75,ASPH,0,0,10,28
0KY2,35,35,CONC,0,0,H1,
0KY3,30,30,CONC,0,0,H1,
0KY4,1675,75,TURF,0,0,18,36
0KY5,2800,100,TURF,0,0,7,25
0KY6,80,20,ASPH,0,0,H1,
0KY7,2200,60,TURF,0,0,N,S
0KY8,2300,60,TURF,0,0,12,30
0L4,6100,80,DIRT-G,0,0,18,36
0L6,50,50,CONC-G,1,0,H1,
0LA0,25,25,CONC,0,0,H1,
0LA1,3000,100,TURF,0,0,17,35
0LA3,2700,180,TURF,0,0,9,27
0LA4,40,40,CONC,1,0,H1,
0LA5,400,400,CONC,0,0,H1,
0LA7,750,25,ASPH,1,0,H1,
0LA8,50,50,CONC,0,0,H1,
0LA9,2200,100,TURF,0,0,17,35
0LL0,2030,70,TURF,1,0,9,27
0LL1,2500,120,TURF,0,0,18,36
0LL2,2600,75,TURF,0,0,E,W
0LL3,2000,100,TURF,0,0,6,24
0LL4,2143,100,TURF,0,0,9,27
0LL5,2230,70,TURF,0,0,E,W
0LL6,2600,70,TURF,0,0,E,W
0LL7,40,40,ASPH,0,0,H1,
0LL9,100,100,CONC,1,0,H1,
0LS0,3000,144,TURF,0,0,2,20
0LS3,100,100,TURF,0,0,H1,
0LS4,1700,60,TURF-G,0,0,4,22
0LS5,650,250,TURF,0,0,18,36
0LS7,3000,100,TURF-G,0,0,4,22
0LS8,2500,140,TURF,0,0,18,36
0LS9,1530,75,TURF-GRVL-P,0,0,18,36
0MA1,60,60,ASPH,0,0,H1,
0MA2,60,60,ASPH,0,0,H1,
0MA3,1600,1600,ASPH,0,0,H1,
0MA4,40,40,CONC,0,0,H1,
0MA5,100,100,SOD,0,0,H1,
0MA6,50,50,ASPH,0,0,H1,
0MA9,25,25,TURF,0,0,H1,
0MD0,79,64,CONC,0,0,H1,
0MD1,3000,50,TURF,0,0,8,26
0MD2,2200,30,TURF,1,0,12,30
0MD2,75,75,TURF,0,0,H1,
0MD3,90,90,CONC,1,0,H1,
0MD4,2600,100,TURF,1,0,18,36
0MD5,90,90,ASPH,0,0,H1,
0MD6,1800,60,TURF,0,0,5,23
0MD7,100,100,TURF,0,0,H1,
0MD9,55,55,CONC,1,0,H1,
0ME4,2000,110,TURF,0,0,16,34
0MI1,3500,50,TURF,0,0,E,W
0MI3,1800,100,TURF,0,0,4,22
0MI3,2400,100,TURF,0,0,13,31
0MI3,3700,150,TURF,0,0,18,36
0MI4,3000,100,TURF,0,0,N,S
0MI6,2200,300,TURF,1,0,18,36
0MI7,35,35,CONC,1,0,H1,
0MI9,50,50,CONC,1,0,H1,
0MN0,5500,700,WATER,0,0,9,27
0MN2,11000,3000,WATER,0,0,1,19
0MN3,5000,100,WATER,0,0,6,24
0MN3,5000,100,WATER,0,0,15,33
0MN4,5000,300,WATER,0,0,12W,30W
0MN5,2800,60,TURF,0,0,N,S
0MN6,2500,150,TURF,1,0,E,W
0MN7,120,100,ASPH,0,0,H1,
0MN8,1650,50,TURF,0,0,E,W
0MN9,50,50,CONC,1,0,H1,
0MO0,1685,120,TURF,0,0,12,30
0MO1,2100,50,TURF,0,0,8,26
0MO2,1200,40,TURF,0,0,1,19
0MO4,18,18,CONC,0,0,H1,
0MO5,1800,60,TURF,0,0,N,S
0MO7,65,65,CONC,1,0,H1,
0MO8,2600,130,TURF,0,0,17,35
0MO9,50,50,CONC,0,0,H1,
0MS0,3200,100,ASPH,0,0,4,22
0MS2,2300,75,TURF,0,0,18,36
0MS3,30,30,CONC,0,0,H1,
0MS5,2700,60,TURF-G,0,0,18,36
0MS6,240,150,TURF-G,0,0,H1,
0MS7,2100,60,TURF-G,0,0,E,W
0MS8,4000,75,TURF,0,0,18,36
0MS9,3200,50,TURF,1,0,12,30
0MT1,1500,30,DIRT,0,0,3,21
0MT2,30,30,CONC,0,0,H1,
0MT3,40,40,TURF,0,0,H1,
0MT4,1000,60,TURF,0,0,NE,SW
0MT5,750,40,TURF,0,0,17,35
0MT6,2400,50,TURF,0,0,8,26
0MT7,3800,50,TURF,0,0,14,32
0MT8,100,60,ASPH-TURF,0,0,H1,
0MT9,1700,52,TURF,0,0,12,30
0MU1,2000,75,TURF,0,0,9,27
0MU2,20,20,CONC,0,0,H1,
0MU3,60,60,CONC,0,0,H1,
0MU4,1700,60,TURF,0,0,11,29
0MU5,30,30,CONC,0,0,H1,
0MU6,60,60,CONC,0,0,H1,
0MU7,2600,60,TURF,0,0,18,36
0MU8,800,60,TURF,0,0,16,34
0MY0,200,60,GRVL,0,0,H1,
0MY1,30,30,CONC,0,0,H1,
0N0,2780,20,ASPH-G,1,0,18,36
0N4,2533,28,ASPH-P,1,0,4,22
0N5,60,60,ASPH-G,1,0,H1,
0N6,2048,40,TURF-G,0,0,15,33
0NA1,2600,50,TURF,0,0,8,26
0NA5,2200,60,TURF,0,0,17,35
0NA9,2200,50,TURF,0,0,13,31
0NC0,50,50,CONC,0,0,H1,
0NC2,78,65,CONC,0,0,H1,
0NC3,70,70,TURF,0,0,H1,
0NC4,70,70,CONC,0,0,H1,
0NC5,40,40,CONC,1,0,H1,
0NC6,200,150,TURF,0,0,H1,
0NC7,1700,75,TURF,0,0,3,21
0NC8,2300,100,TURF,0,0,3,21
0NC9,60,60,CONC,0,0,H1,
0ND0,2600,50,TURF,0,0,17,35
0ND6,1600,25,TURF,0,0,8,26
0ND7,2600,60,TURF,0,0,N,S
0NE0,2300,100,TURF,0,0,NE,SW
0NE0,1800,100,TURF,0,0,NW,SE
0NE1,2500,50,TURF,0,0,E,W
0NE2,2000,50,TURF,0,0,N,S
0NE3,40,40,CONC,0,0,H1,
0NE4,30,30,CONC,0,0,H1,
0NE6,3500,100,ASPH,0,0,17,35
0NJ0,51,44,MATS,1,0,H1,
0NJ1,200,200,ASPH-G,0,0,H1,
0NJ2,200,100,TURF,0,0,H1,
0NJ3,305,140,ASPH-TURF,0,0,H1,
0NJ4,40,35,CONC,0,0,H1,
0NJ6,2950,100,TURF,0,0,E,W
0NJ7,75,75,GRAVEL,0,0,H1,
0NJ8,75,75,ASPH,0,0,H1,
0NJ9,85,85,ASPH,0,0,H1,
0NK0,1400,40,TURF,0,0,11,29
0NK1,2100,100,TURF,0,0,18,36
0NK2,3000,100,TURF,0,0,10,28
0NK3,2700,75,TURF,0,0,16,34
0NK4,40,40,CONC,0,0,H1,
0NK5,50,50,ASPH,0,0,H1,
0NK7,50,50,CONC-G,1,0,H1,
0NK8,2500,50,TURF,0,0,4,22
0NK9,1700,60,TURF,0,0,9,27
0NM0,4210,250,GRAVEL,0,0,8,26
0NM7,4000,60,TURF-GRVL-F,0,0,3,21
0NM7,7500,60,TURF-GRVL-F,0,0,17,35
0NV1,40,40,CONC,1,0,H1,
0NY0,3000,150,TURF,0,0,NW,SE
0NY1,1360,125,TURF,0,0,3,21
0NY3,1600,100,GRAVEL,0,0,13,31
0NY5,100,75,ASPH,0,0,H1,
0NY6,25,25,CONC,1,0,H1,
0NY7,2000,75,GRAVEL,0,0,4,22
0NY8,1700,100,TURF,0,0,9,27
0O0,15840,4000,WATER,0,0,ALL,WAY
0O4,2702,50,ASPH-F,1,0,16,34
0O9,2990,50,ASPH-G,0,0,6,24
0OH1,40,40,TURF,0,0,H1,
0OH2,2370,80,TURF,0,0,18,36
0OH3,70,70,CONC,0,0,H1,
0OH6,800,50,TURF,0,0,4,22
0OH7,1300,70,GRAVEL,1,0,9,27
0OH7,2200,70,TURF,0,0,18,36
0OH8,3000,50,ASPH,0,0,3,21
0OH9,1100,75,TURF,0,0,6,24
0OI0,12,12,CONC,0,0,H1,
0OI1,30,30,CONC,0,0,H1,
0OI2,2200,80,TURF,0,0,14,32
0OI3,1900,70,TURF,0,0,9,27
0OI6,2600,50,TURF,0,0,18,36
0OI9,1100,100,TURF,0,0,10,28
0OK0,2400,50,TURF,0,0,18,36
0OK1,3200,135,TURF,0,0,N,S
0OK2,100,100,ASPH,0,0,H1,
0OK3,5000,30,ASPH,0,0,16,34
0OK4,2350,40,GRVL,0,0,4,22
0OK5,2000,100,TURF,0,0,N,S
0OK6,2400,90,TURF,0,0,18,36
0OK7,50,50,CONC,0,0,H1,
0OK8,2500,100,TURF-G,0,0,17,35
0OK9,3000,100,TURF,0,0,1,19
0OK9,2600,100,TURF,0,0,9,27
0OR0,40,40,ASPH,0,0,H1,
0OR2,50,50,TURF,0,0,H1,
0OR3,1950,100,GRAVEL,0,0,10,28
0OR4,60,60,ASPH,0,0,H1,
0OR5,1700,100,TURF,0,0,9,27
0OR6,2900,40,DIRT,0,0,16,34
0OR7,1900,50,TURF,0,0,16,34
0OR8,2500,75,TURF-F,0,0,7,25
0OR9,1900,25,ASPH,1,0,16,34
0P1,2590,128,TURF-P,0,0,16,34
0P2,1000,100,TURF-E,0,0,06U,24U
0P2,1000,100,TURF-E,0,0,15,33
0PA0,2450,300,TURF,0,0,1,19
0PA0,2450,300,TURF,0,0,7,25
0PA0,1800,200,TURF,0,0,13,31
0PA1,80,80,ASPH,0,0,H1,
0PA2,500,100,TURF,0,0,11,29
0PA3,1277,100,TURF,0,0,17,35
0PA4,1515,100,TURF,0,0,18,36
0PA5,2550,125,TURF-F,0,0,10,28
0PA6,1800,100,TURF,0,0,NE,SW
0PA7,1200,100,TURF-G,0,0,4,22
0PA8,90,90,CONC,0,0,H1,
0PA9,200,200,ASPH,0,0,H1,
0PN0,2000,200,TURF,0,0,4,22
0PN1,7500,800,WATER,0,0,6,24
0PN3,80,80,CONC,1,0,H1,
0PN4,500,100,TURF-G,0,0,7,25
0PN5,2400,100,TURF,0,0,E,W
0PN6,1730,100,TURF,0,0,NE,SW
0PN7,2800,100,TURF-G,0,0,13,31
0PN8,2000,100,TURF,0,0,NE,SW
0PN9,1800,75,TURF,0,0,NW,SE
0PS0,2200,100,TURF,0,0,1,19
0PS1,90,90,CONC,0,0,H1,
0PS2,70,70,CONC,1,0,H1,
0PS3,1272,100,TURF,0,0,6,24
0PS4,2400,100,TURF,0,0,6,24
0PS5,30,30,CONC,0,0,H1,
0PS6,120,40,TURF,0,0,H1,
0PS7,1900,150,TURF,0,0,8,26
0PS8,65,60,CONC,0,0,H1,
0PS9,35,35,ASPH,0,0,H1,
0Q3,2700,45,ASPH-G,0,0,7,25
0Q3,1500,50,ASPH-G,0,0,17,35
0Q4,2490,50,ASPH-F,1,0,10,28
0Q9,2480,40,ASPH-F,0,0,8,26
0R2,2940,125,TURF-G,0,0,18,36
0R7,5000,75,ASPH-G,1,0,17,35
0R9,2600,120,TURF-G,0,0,17,35
0S1,2830,100,TURF-P,0,0,17,35
0S2,3500,240,TURF-G,1,0,17,35
0S5,2400,30,ASPH-G,0,0,15,33
0SD0,3000,100,TURF,0,0,15,33
0SD1,1726,60,TURF,0,0,8,26
0SD2,40,40,CONC,0,0,H1,
0SD3,3700,50,GRAVEL,0,0,9,27
0SD4,60,60,ASPH,0,0,H1,
0SD5,16,16,CONC,0,0,H1,
0SD7,2000,50,TURF,0,0,NW,SE
0SD9,20,20,WOOD,0,0,H1,
0T3,2600,70,TURF-F,1,0,12,30
0T7,2300,195,TURF-G,1,0,18,36
0TA0,100,100,ASPH,0,0,H1,
0TA1,2000,60,TURF,0,0,N,S
0TA2,2300,60,TURF,0,0,E,W
0TA2,4000,60,DIRT,0,0,N,S
0TA3,2500,130,TURF,0,0,7,25
0TA3,1500,100,TURF,0,0,14,32
0TA4,1742,50,TURF,0,0,15,33
0TA5,200,150,TURF,0,0,H1,
0TA6,50,50,CONC,0,0,H1,
0TA6,20,15,CONC,0,0,H2,
0TA6,20,15,CONC,0,0,H3,
0TA7,5000,100,TURF,0,0,5,23
0TA7,5200,100,ASPH,1,0,12,30
0TA7,5100,100,TURF,0,0,15,33
0TA8,2680,45,TURF,0,0,N,S
0TA9,35,35,CONC,0,0,H1,
0TE0,2650,50,GRAVEL,0,0,3,21
0TE0,3250,50,GRAVEL,0,0,13,31
0TE1,100,100,DIRT,1,0,H1,
0TE2,800,200,ASPH,0,0,H1,
0TE3,2600,400,TURF,0,0,17,35
0TE4,3000,40,ASPH,0,0,16,34
0TE5,5992,77,ASPH,0,0,17,35
0TE6,2575,50,DIRT,0,0,16,34
0TE7,6291,60,ASPH,0,0,17,35
0TE8,150,150,TURF,0,0,H1,
0TE9,150,150,TURF,0,0,H1,
0TN0,1750,100,TURF,0,0,17,35
0TN1,8000,800,WATER,0,0,03W,21W
0TN1,5000,500,WATER,0,0,09W,27W
0TN1,7000,700,WATER,0,0,13W,31W
0TN2,1200,100,TURF,0,0,5,23
0TN3,30,30,CONC,0,0,H1,
0TN4,50,50,CONC,0,0,H1,
0TN5,2350,100,TURF,0,0,9,27
0TN6,1050,75,TURF,0,0,8,26
0TN7,45,45,CONC,1,0,H1,
0TN8,75,75,CONC-G,0,0,H1,
0TN9,46,46,CONC-G,0,0,H1,
0TS1,1750,75,TURF,0,0,17,35
0TS2,600,50,TURF,0,0,1,19
0TS2,600,50,TURF,0,0,9,27
0TS2,600,50,TURF,0,0,13,31
0TS3,20,20,CONC,0,0,H1,
0TS4,1800,60,TURF,0,0,18,36
0TS5,3200,180,TURF,0,0,5,23
0TS6,20,20,TURF,0,0,H1,
0TS7,2800,100,TURF,0,0,18,36
0TS8,910,910,TURF-DIRT,0,0,ALL,WAY
0TS9,1260,70,TURF,0,0,4,22
0TX0,2800,200,TURF,0,0,14,32
0TX1,3500,50,ASPH,1,0,18,36
0TX2,100,100,ASPH,0,0,H1,
0TX3,20,20,CONC,0,0,H1,
0TX4,50,50,CONC,0,0,H1,
0TX5,1800,50,TURF,0,0,17,35
0TX6,2283,80,TURF,0,0,14,32
0TX7,2250,50,TURF,0,0,NE,SW
0TX8,1800,55,TURF,0,0,17,35
0TX9,2300,100,TURF,0,0,9,27
0TX9,2000,100,TURF,0,0,18,36
0U0,4000,100,TURF-DIRT-F,0,0,16,34
0U1,2850,135,TURF-G,0,0,2,20
0U2,4700,100,TURF-F,0,0,12,30
0U3,2150,15,DIRT-F,0,0,3,21
0U7,2500,140,TURF-F,0,0,5,23
0U8,4950,200,TURF-F,0,0,9,27
0U9,2875,60,ASPH-E,0,0,8,26
0VA1,2000,50,TURF,0,0,14,32
0VA2,2000,70,TURF,0,0,14,32
0VA3,2200,70,TURF,0,0,4,22
0VA4,2100,90,TURF,0,0,17,35
0VA5,3900,60,ASPH,0,0,4,22
0VA6,100,100,ASPH,0,0,H1,
0VA8,1800,80,TURF,0,0,14,32
0VA9,1000,30,TURF,0,0,2,20
0VI1,3000,60,TURF,0,0,5,23
0W0,9500,300,WATER-E,0,0,18W,36W
0W7,10000,4000,WATER,0,0,12,30
0WA0,48,16,CONC,0,0,H1,
0WA1,2000,50,TURF,0,0,16,34
0WA2,2364,60,TURF,0,0,N,S
0WA3,40,40,ASPH,0,0,H1,
0WA4,100,50,ASPH,1,0,H1,
0WA5,24,12,CONC,0,0,H1,
0WA5,24,12,TURF,0,0,H2,
0WA6,70,70,ASPH,0,0,H1,
0WA7,20,20,CONC,0,0,H1,
0WA8,40,40,CONC,0,0,H1,
0WA9,100,100,CONC-G,0,0,H1,
0WI0,43,44,ALUM,1,0,H1,
0WI1,10000,4000,WATER,0,0,03W,21W
0WI1,3200,40,ASPH,0,0,4,22
0WI2,2600,60,TURF,0,0,3,21
0WI3,60,60,CONC,0,0,H1,
0WI4,3200,40,ASPH,0,0,8,26
0WI5,2000,100,TURF,0,0,9,27
0WI6,1300,60,TURF,0,0,E,W
0WI7,2100,150,TURF,0,0,9,27
0WI7,1500,100,TURF,0,0,18,36
0WI8,1200,100,TURF,0,0,9,27
0WI8,1400,200,TURF,0,0,18,36
0WI9,2600,70,TURF,0,0,18,36
0WN0,1050,28,TURF,0,0,9,27
0WN1,1800,40,DIRT,0,0,12,30
0WN2,1200,50,TURF-F,0,0,7,25
0WN4,100,100,CONC,1,0,H1,
0WN5,150,50,TURF,0,0,10U,28U
0WN6,12,12,TURF,0,0,H1,
0WN7,40,40,ASPH,0,0,H1,
0WN8,38,10,MATS,0,0,H1,
0WN9,1055,100,DIRT,0,0,16,34
0WY0,2000,30,TURF,0,0,18,36
0WY1,3400,70,DIRT,0,0,6,24
0XA0,61,54,CONC,1,0,H1,
0XA0,56,56,CONC,1,0,H2,
0XA2,40,40,CONC,1,0,H1,
0XA3,27,27,CONC,0,0,H1,
0XA3,30,27,CONC,0,0,H2,
0XA4,5000,75,ASPH-G,0,0,15,33
0XA5,3800,75,ASPH,1,0,13,31
0XA6,50,50,TURF,0,0,H1,
0XA7,2400,100,TURF,0,0,10,28
0XA7,150,150,ASPH,0,0,H1,
0XA8,1000,130,TURF,0,0,11,29
0XA8,1000,150,TURF,0,0,14,32
0XA8,20,24,CONC,0,0,H1,
0XA9,46,46,CONC,1,0,H1,
0XS0,3300,150,TURF,0,0,8,26
0XS0,2500,150,TURF,0,0,15,33
0XS1,1500,60,TURF,0,0,14,32
0XS2,3700,30,GRAVEL,0,0,4,22
0XS3,30,30,CONC,0,0,H1,
0XS4,50,50,CONC,0,0,H1,
0XS5,26,26,CONC,0,0,H1,
0XS6,3000,75,TURF,0,0,17,35
0XS7,6000,60,ASPH,0,0,13,31
0XS8,3200,30,GRVL,0,0,12,30
0XS9,1200,100,TURF,0,0,17,35
0Y4,2500,90,ASPH-TURF-P,0,0,17,35
0Y6,3380,100,TURF-G,1,0,18,36
0Z2,1000,22,GRVL-DIRT-P,0,0,16,34
0Z3,1400,100,WATER,0,0,NE,SW
10AK,800,80,GRVL,0,0,7,25
10AL,65,65,CONC,1,0,H1,
10AZ,3407,150,ASPH-DIRT,1,0,8,26
10CA,30,30,CONC,0,0,H1,
10CL,2300,40,TRTD-DIRT,0,0,E,W
10CN,60,60,ASP,0,0,H1,H1
10D,3248,200,TURF-G,1,0,9,27
10F,3600,200,TURF-G,0,0,18,36
10FA,2575,30,ASPH,0,0,11,29
10FD,1500,100,TURF,0,0,1,19
10FL,100,100,ASPH,0,0,H1,
10GA,2100,150,TURF-G,0,0,15,33
10IA,2405,85,TURF-G,1,0,17,35
10ID,3000,40,GRAVEL,0,0,NE,SW
10II,40,40,ASPH,0,0,H1,
10IL,300,200,CONC,0,0,H1,
10IN,2600,100,TURF,0,0,18,36
10IN,40,20,CONC,0,0,H1,
10KS,64,64,ASPH-CONC,0,0,H1,
10KY,30,30,CONC,0,0,H1,
10LA,2144,150,TURF,0,0,18,36
10LA,50,50,TURF,0,0,H1,
10MA,4000,800,WATER,0,0,1,19
10MI,100,100,CONC,0,0,H1,
10MN,4000,500,WATER,0,0,01W,19W
10MN,4000,1000,WATER,0,0,11W,29W
10MS,50,50,CONC,0,0,H1,
10MT,1500,60,TURF,0,0,E,W
10MT,2000,60,TURF,0,0,N,S
10MT,1600,60,TURF,0,0,NW,SE
10MU,65,65,ASPH,1,0,H1,
10NC,2450,80,TURF,0,0,13,31
10ND,1300,50,TURF,0,0,9,27
10ND,1800,50,TURF,0,0,18,36
10NE,67,60,CONC,0,0,H1,
10NH,45,12,TURF,0,0,H1,
10NJ,75,75,TURF,0,0,H1,
10NY,50,30,ASPH,0,0,H1,
10OH,1400,100,TURF-GRVL,0,0,16,34
10OK,2600,150,TURF,0,0,17,35
10OR,1000,100,TURF,0,0,2,20
10PA,30,30,TURF,0,0,H1,
10PN,200,75,CONC,0,0,H1,
10TA,300,200,TURF,0,0,H1,
10TE,1975,50,TURF,0,0,14,32
10TN,1200,120,DIRT,0,0,5,23
10TS,900,60,TURF,0,0,16,34
10TX,50,50,CONC,0,0,H1,
10UT,100,30,ASPH,0,0,H1,
10VA,1800,20,ASPH,0,0,5,23
10VG,30,30,ASP,1,0,H1,H1
10WA,2200,60,TURF,0,0,N,S
10WI,2100,200,TURF,0,0,18,36
10WY,4500,100,GRASS,0,0,5,23
10XS,3000,75,TURF,0,0,17,35
11AK,2400,30,GRVL-P,0,0,8,26
11AK,1000,30,GRAVEL-P,0,0,15,33
11AL,1600,75,ASPH,0,0,H1,
11AL,1482,75,ASPH,0,0,H2,
11AL,1238,75,ASPH,0,0,H3,
11AL,1000,75,ASPH,0,0,H4,
11AL,1600,75,ASPH,0,0,H5,
11AR,60,60,ASPH,1,0,H1,
11AZ,3850,150,TURF-DIRT-P,0,0,8,26
